"sample","gender","birthyear","Q3","Q4","Q5","Q5_o1","Q5b_1","Q5b_2","Q5b_3","Q5b_4","Q5b_5","Q5b_o1","Q5b_o2","Q5b_o3","Q5b_o4","Q5c","Q6","Q7","Q8","Q9","Q10_1","Q10_2","Q10_3","Q10_4","Q10_5","Q10_6","Q11","Q13a","Q13b","Q13c","Q14_1","Q15_1","rand_q16","Q16","Q17","Q18","rand_q19","Q19a","Q19b","Q20","Q21_01","Q21_02","Q21_03","Q21_04","Q21_05","Q21_06","Q21_07","Q21_08","Q21_09","Q21_10","Q21_11","Q21_12","Q21_13","Q21_14","Q21_15","Q21_16","Q22","Q23_A","Q23_B","Q23_C","Q23_D","Q23_F","Q23_I","Q23_M","Q23_O","Q23_V","Q23_Æ","Q23_Ø","Q23_Å","Q24_1","Q24_2","Q25_A","Q25_B","Q25_C","Q25_D","Q25_F","Q25_I","Q25_M","Q25_O","Q25_V","Q25_Æ","Q25_Ø","Q25_Å","Q26_A","Q26_V","Q26_C","Q26_M","Q27","Q28","Q29","Q30","Q31","Q32","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q33_9","Q33_10","Q33_11","Q33_12","Q33_13","Q33_14","Q33_15","Q34_1","Q34_2","Q34_3","Q34_4","Q34_5","Q34_6","Q34_7","Q35_1","Q35_2","Q35_3","Q35_4","Q35_5","Q35_6","Q35_7","Q36_1","Q36_2","Q36_3","Q36_4","Q36_5","Q36_6","Q36_7","Q37","Q38","Q39","Q40","Q41_1","Q41_2","Q41_3","Q41_4","Q41_5","Q42","Q43_1","Q43_2","Q43_3","Q43_4","Q43_5","Q44_1","Q44_2","Q45","Q46","Q47_1","Q47_2","Q47_3","Q47_4","Q47_5","Q47_6","Q47_7","Q47_8","Q47_9","Q47_10","Q47_11","Q48_1","Q49_1","Q49_2","Q49_3","Q49_4","Q49_5","Q49_6","Q49_7","Q49_8","Q49_9","Q49_10","Q49_11","Q49_12","Q49_13","Q49_14","Q49_15","Q49_16","Q49_17","Q49_18","Q50","Q51_1","Q51_2","Q51_3","Q51_4","Q51_5","Q51_6","Q51_7","Q51_8","Q51_9","Q51_10","Q51_11","Q51_12","Q51_13","Q51_14","Q51_15","Q51_16","Q51_17","Q51_18","Q52_1","Q52_2","Q52_3","Q52_4","Q52_5","Q52_6","Q52_7","Q52_8","Q52_9","Q52_10","Q52_11","Q52_12","Q53","Q54","Q55","Q55a_1","Q55a_2","Q55a_3","Q56","Q57","Q58","Q59","Q60_1","Q60_2","Q60_3","Q61_1","Q61_2","Q61_3","Q61_4","Q61_5","Q62_1","Q62_2","Q62_3","Q62_4","Q62_5","Q62_6","Q62_7","rand_q63","Q63_1","Q63_2","Q63_3","Q63_4","Q63_5","Q63_6","Q63_7","Q63_8","Q63_9","Q63_10","Q63_11","Q63_12","Q63_13","Q63_14","Q63_15","Q63_16","Q63_17","Q63_18","Q63_19","Q64_0","Q64_A","Q64_B","Q64_C","Q64_D","Q64_F","Q64_I","Q64_M","Q64_O","Q64_V","Q64_Æ","Q64_Ø","Q64_Å","rand_q65","Q65_0","Q65_A","Q65_B","Q65_C","Q65_D","Q65_F","Q65_I","Q65_M","Q65_O","Q65_V","Q65_Æ","Q65_Ø","Q65_Å","rand_q66","Q66_0","Q66_A","Q66_B","Q66_C","Q66_D","Q66_F","Q66_I","Q66_M","Q66_O","Q66_V","Q66_Æ","Q66_Ø","Q66_Å","rand_q67","Q67_0","Q67_A","Q67_B","Q67_C","Q67_D","Q67_F","Q67_I","Q67_M","Q67_O","Q67_V","Q67_Æ","Q67_Ø","Q67_Å","rand_q68","Q68_0","Q68_A","Q68_B","Q68_C","Q68_D","Q68_F","Q68_I","Q68_M","Q68_O","Q68_V","Q68_Æ","Q68_Ø","Q68_Å","rand_q69","Q69_0","Q69_A","Q69_B","Q69_C","Q69_D","Q69_F","Q69_I","Q69_M","Q69_O","Q69_V","Q69_Æ","Q69_Ø","Q69_Å","rand_q70","Q70_0","Q70_A","Q70_B","Q70_C","Q70_D","Q70_F","Q70_I","Q70_M","Q70_O","Q70_V","Q70_Æ","Q70_Ø","Q70_Å","Q71_01","Q71_02","Q71_03","Q71_04","Q71_05","Q71_06","Q71_07","Q71_08","Q71_09","Q71_10","Q71_11","Q71_12","Q71_13","rand_q72","Q72_1","Q72_2","Q72_3","Q72_4","Q72_5","Q72_6","Q72_7","Q72_8","Q72_9","Q72_10","Q73_01","Q73_02","Q73_03","Q73_04","Q73_05","Q73_06","Q73_07","Q73_08","Q73_09","Q73_10","Q73_11","Q73_12","Q73_13","Q73_14","Q73_15","Q74","Q74_o1","Q75","Q76","Q77","Q77_o1","Q78","Q79","Q80","Q81","Q82","Q83","Q84","Q85_1","Q85_2","Q85_3","Q85_4","Q85_5","Q85_6","Q85_7","Q85_8","Q85_9","Q85_10","Q86","Q87","Q88","Q89","Q90","Q91","Q92","Q93","Q94","Q95","Q96","Q97","Q98","Q99","Q100","Q101","Q102","Q103","Q104","Q105","starttidspunkt","sluttidspunkt","cawi_papi","startdato","slutdato","lenght","region","kommunekode","kommunenavn","alder_på_valgdag","kon","udd","alderkat","parti22","q98_simpel","q102_simpel","samlet_simpel","q98_udvidet","q102_udvidet","samlet_udvidet","q98_socio","q102_socio","samlet_socio","Q6_problem","Q7_problem","Q8_problem","Q9_problem","weight_1","weight_2","weight_3","weight_4","weight_5","Løbenummer"
1,2,1946,1,1,2,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,1,1,1,3,6,7,1,1,1,2,1,3,,2,,,,,,,,,,,,,,,,,1,9,3,0,0,7,2,2,0,2,0,2,5,9,2,10,3,0,0,7,3,3,0,3,1,3,5,1,4,5,3,1,1,1,,3,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,15,1,1,1,9,1,1,10,4,8,4,7,9,9,9,7,8,3,5,8,8,2,1,2,2,4,5,2,2,3,3,3,4,3,4,4,3,4,,2,2,2,3,3,3,4,4,3,4,3,2,9,3,3,4,2,2,3,3,5,3,3,3,3,1,2,3,5,3,3,2,1,1,1,3,4,5,3,3,2,5,5,3,3,2,3,5,5,1,4,2,4,4,1,3,3,5,1,5,3,1,2,2,1,3,1,5,2,2,1,4,3,2,2,4,3,1,3,3,4,1,3,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,10,10,5,8,8,10,8,10,8,5,1,4,3,4,2,1,4,2,3,1,2,1,4,3,0,,,,,,,,,,,,,,1,4,3,3,2,2,3,2,2,2,2,2,4,5,1,4,4,3,1,1,3,2,2,1,2,1,4,4,0,,,,,,,,,,,,,,1,3,4,4,,,3,3,3,3,3,3,4,4,1,1,0,0,1,0,1,0,1,0,0,0,0,1,2,2,3,3,3,2,3,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179,1,22,,,6,11,6,1,4,2,1,5,2,2,5,3,2,2,4,2,4,1,2,2,,2,1,5,2,,,2,9,,,,1,1,5,3,1,"12:04:51","12:45:30","CAWI","2022-11-04","2022-11-04",40.65,1,101,"København",76,2,3,6,1,6,2,2,9,2,2,32,131,131,845,650,200,540,1.0749648264068,0.888479583117424,1.05898384114911,1.20374197367751,1.0302575976287,693
1,2,1946,1,1,2,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,2,1,2,2,7,7,0,,3,3,1,1,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,3,7,7,2,5,2,2,2,5,5,0,2,4,6,2,0,4,2,4,6,1,2,6,7,0,,5,2,3,4,2,,,3,3,1,,,1,3,,,,,,,,,,,,30,27,3,1,,,,11,11,11,11,11,11,11,2,4,5,5,6,6,7,2,2,1,2,4,4,2,1,5,3,4,4,,5,4,5,4,2,2,4,2,2,4,1,4,5,2,4,5,5,7,4,3,2,2,2,4,2,,3,2,2,2,2,2,2,2,2,4,1,2,2,2,2,3,4,3,3,,3,4,4,,3,3,4,3,2,3,4,3,3,2,2,3,3,,4,4,4,3,2,2,1,4,5,2,2,1,2,5,2,3,4,1,2,1,,5,4,2,5,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,6,3,3,7,8,2,5,5,7,7,8,0,4,1,2,3,3,3,1,4,3,3,2,3,2,5,3,1,3,4,3,2,2,3,2,2,2,2,2,4,3,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,2,4,4,2,2,4,3,3,2,3,5,2,3,0,0,1,0,0,0,0,0,1,1,0,0,0,1,4,4,3,3,3,2,,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,1,22,1,15,4,6,1,1,4,4,1,5,2,2,5,,4,4,4,,4,1,2,3,,5,1,8,2,,,2,9,,,,1,1,4,3,22,"08:48:17","09:14:59","CAWI","2022-11-21","2022-11-21",26.7,1,101,"København",76,2,5,6,3,6,3,3,9,4,4,32,133,133,845,200,751,650,0.663155004024334,0.888479583117424,0.657579955216831,0.799704347970679,0.920798247715211,900
1,2,1946,1,4,2,,,,,,,,,,,1,3,,,,1,1,1,0,0,0,1,1,1,1,7,7,0,,3,1,2,,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3,3,6,8,5,2,7,2,5,7,6,1,1,1,8,0,0,3,5,3,10,2,2,6,6,0,0,5,2,2,4,1,3,2,,1,1,3,3,3,9,3,9,3,3,29,1,3,27,3,9,3,3,27,9,28,9,27,28,5,6,6,3,6,4,7,7,8,3,6,11,11,11,1,2,1,1,4,2,4,,1,2,4,4,4,2,2,2,2,1,1,4,4,4,2,2,2,4,1,2,4,5,8,2,,2,2,2,4,,4,2,4,4,2,3,2,3,1,1,3,1,1,2,3,3,3,5,4,,1,2,2,4,4,3,2,1,5,1,4,2,4,5,1,2,3,5,5,2,5,1,2,2,1,1,5,1,2,2,2,6,2,1,1,5,1,4,2,2,5,4,1,5,5,1,2,0,,,,,,,,,,,,,,,,,,,,7,4,4,7,10,3,8,4,9,6,8,1,1,1,2,3,4,2,1,4,3,3,1,2,1,5,5,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,4,2,2,4,4,2,3,3,5,2,5,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3,3,4,3,3,1,3,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,1,22,1,5,,10,6,1,4,2,2,1,4,2,2,2,1,2,2,1,3,1,2,3,,10,,,2,,,1,5,,,,1,,1,1,3,"17:34:20","18:25:18","CAWI","2022-11-16","2022-11-16",50.9666666666667,1,101,"København",76,2,1,6,3,7,,7,10,,10,31,,31,3,9,9,9,1.22443603281203,0.888479583117424,1.19510964986597,1.46895930197386,0.920798247715211,969
1,1,1947,1,1,2,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,3,2,,,7,3,1,1,1,3,2,,5,2,,,,,,,,,,,,,,,,,1,8,1,1,5,5,2,2,0,1,4,1,3,8,3,10,0,0,4,4,4,4,2,2,4,3,2,1,4,5,4,1,1,2,,3,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,6,9,7,9,8,2,5,4,3,4,3,3,2,1,2,2,1,1,1,3,2,2,3,3,2,2,2,3,3,1,2,2,3,3,2,1,1,1,1,1,3,2,4,2,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1,1,1,1,1,2,2,2,4,4,2,2,2,1,1,5,1,3,2,3,2,2,4,5,2,3,3,3,2,3,3,3,2,5,1,5,3,2,2,2,1,1,2,5,1,1,5,5,5,5,1,5,5,2,2,0,,,,,,,,,,,,,,,,,,,,2,0,2,7,9,2,7,5,8,6,6,1,7,1,1,3,,,1,5,4,3,4,4,2,5,4,1,2,3,4,4,4,4,4,4,4,4,5,,,0,,,,,,,,,,,,,,1,1,2,3,3,2,4,3,3,2,4,1,4,4,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,1,5,5,5,5,5,1,5,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,22,,,2,3,5,1,4,2,3,5,4,3,5,5,5,5,5,5,5,,,,1,4,1,2,2,,,1,9,,,,1,1,2,2,1,"15:13:46","15:54:06","CAWI","2022-11-02","2022-11-02",40.3333333333333,1,101,"København",75,1,3,6,1,6,3,3,9,4,4,32,133,133,805,621,650,200,0.857649829473073,0.696920374820106,0.849662075981368,1.20374197367751,1.0302575976287,468
1,1,1947,1,1,2,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,1,1,2,3,7,7,1,1,3,1,1,2,,2,,,,,,,,,,,,,,,,,3,4,3,7,2,3,4,4,1,5,4,2,2,3,6,3,2,5,4,3,6,4,3,5,4,2,3,4,3,3,3,2,,,3,3,2,30,22,3,3,30,3,3,30,30,30,30,30,30,30,30,30,27,3,29,28,30,30,9,9,9,9,9,9,9,5,5,5,5,5,5,5,1,1,1,1,2,3,5,3,3,3,3,4,4,3,3,4,4,2,2,5,2,2,2,2,4,3,4,2,2,5,7,4,4,2,2,3,4,3,3,3,2,4,3,2,2,3,2,3,5,2,2,2,4,4,5,5,4,4,4,4,4,4,5,4,5,2,4,4,4,4,5,5,2,2,4,4,5,4,3,2,3,2,2,1,5,1,2,2,1,4,4,2,2,5,1,2,2,4,5,4,2,,5,1,2,1,2,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,3,2,7,4,4,7,9,3,5,6,10,7,7,2,3,0,,,,,,,,,,,,,,1,3,4,3,2,1,5,2,3,4,2,2,5,4,1,3,3,3,3,2,4,3,3,4,3,2,5,5,1,4,3,3,2,2,3,3,3,2,4,3,4,4,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,1,1,0,0,1,1,0,1,0,0,0,0,1,3,3,3,3,3,1,3,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176,1,22,1,12,9,11,6,1,4,2,1,5,1,1,5,5,1,1,1,1,2,2,,,2,5,1,8,2,,,1,16,,,,1,1,4,2,3,"14:25:34","16:30:51","CAWI","2022-11-09","2022-11-09",125.283333333333,1,101,"København",75,1,5,6,3,6,2,2,9,2,2,2,132,132,200,650,190,250,0.529091522014556,0.696920374820106,0.527600826531024,0.799704347970679,0.920798247715211,865
1,2,1947,2,4,2,,,,,,,,,,,1,1,1,1,1,0,1,0,0,0,0,1,1,1,3,5,6,0,,6,2,1,4,,2,,,,,,,,,,,,,,,,,1,9,0,0,0,10,0,0,0,0,0,9,7,10,1,9,0,0,0,10,3,1,0,0,0,9,9,1,4,4,4,1,6,1,,1,1,6,1,1,6,6,6,1,6,6,1,6,1,1,6,6,1,1,3,28,6,6,2,8,4,1,7,10,10,10,2,6,3,2,7,0,0,2,1,2,2,5,5,1,1,5,4,5,4,1,2,5,5,5,2,2,1,1,5,5,5,4,5,1,5,3,2,10,3,1,1,3,5,3,1,5,5,1,3,5,1,1,1,5,1,1,1,1,1,1,2,5,5,1,1,2,4,5,5,5,1,4,1,2,,4,4,5,5,1,2,2,3,3,5,5,2,2,2,2,1,1,5,2,2,1,2,2,2,1,5,5,1,5,2,2,5,5,5,5,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,3,0,0,4,10,10,0,10,5,9,10,10,0,1,1,4,2,4,1,1,4,1,2,1,1,1,5,4,0,,,,,,,,,,,,,,1,5,4,4,1,1,5,1,3,1,2,1,5,5,1,5,5,5,1,1,5,1,2,1,2,1,5,5,1,1,1,1,4,5,1,2,3,5,3,5,1,2,0,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,0,1,1,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179,1,22,1,10,6,7,1,1,4,3,3,1,2,2,1,1,4,4,4,3,3,2,,,2,5,1,10,1,19,1,1,9,,,,1,1,3,2,6,"15:07:59","15:46:30","CAWI","2022-11-03","2022-11-03",38.5166666666667,1,101,"København",75,2,6,6,6,6,2,2,9,3,3,32,132,132,650,540,640,845,0.436723008578612,0.888479583117424,0.51367701052623,0.670769334876023,0.767696207824072,1244
1,1,1947,1,1,2,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,1,2,,,7,7,1,1,11,1,1,3,,2,,,,,,,,,,,,,,,,,22,5,4,6,3,4,7,8,0,6,1,2,1,5,7,5,4,4,2,5,7,7,1,5,1,2,3,5,3,3,2,2,,,13,3,1,30,22,3,13,30,30,15,3,29,13,6,27,28,1,1,15,27,13,29,28,1,22,5,5,3,5,6,3,4,7,8,4,4,7,5,3,1,2,1,1,3,3,3,4,3,3,4,5,3,4,4,4,4,1,2,3,3,4,2,3,4,4,2,2,5,5,6,2,4,3,2,2,2,4,4,2,2,3,2,2,2,2,3,2,5,2,1,3,2,5,5,5,4,4,4,2,4,4,4,3,4,2,2,2,3,2,5,5,5,2,3,4,5,5,2,2,2,2,2,2,5,2,2,2,1,4,2,3,2,4,1,3,2,2,5,3,1,5,5,1,2,1,1,3,3,1,2,3,2,2,3,3,3,2,2,3,3,3,3,2,2,7,3,5,8,9,2,9,5,10,7,8,1,3,0,,,,,,,,,,,,,,1,2,4,3,2,2,4,2,3,2,2,3,4,1,1,4,3,2,3,4,2,5,3,4,3,5,2,1,1,3,3,4,2,2,4,3,3,2,3,2,5,5,0,,,,,,,,,,,,,,1,3,4,3,4,2,4,2,3,2,4,5,5,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,189,1,22,1,7,4,7,1,1,4,4,1,5,1,2,5,5,5,5,2,2,2,2,,,2,4,1,3,2,,,1,16,,,,1,1,3,1,13,"15:12:50","15:40:22","CAWI","2022-11-02","2022-12-05",,1,101,"København",75,1,3,6,11,6,2,2,9,2,2,2,131,131,800,200,210,732,1.06726872826374,0.696920374820106,0.849662075981368,1.20374197367751,1.14453212420146,1521
1,2,1947,3,4,1,,,,,,,0,0,0,0,1,,,,2,,,,,1,,4,2,2,,7,,,3,33,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,7,,,,,0,6,0,,,,,2,,5,2,,27,,27,3,,27,22,27,27,27,27,27,27,27,27,27,27,27,,27,27,27,27,27,27,27,27,,,,,,,,,,,,,,99,4,1,1,4,,,,,,,,,,,,,,,,,,,2,1,3,3,1,,5,3,,1,,,,,,,,,,,,,,,2,1,5,,1,,2,1,1,,,,1,,,,1,,1,,2,,,,,,,,1,1,2,2,3,3,4,4,,,1,1,4,3,2,,2,2,2,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,10,,0,0,9,,0,9,7,2,10,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,100,1,1,1,1,,3,4,,2,1,,,4,4,,,,,,,3,5,,11,2,,,,,,,,,,,,27,,,"PAPI",,,,1,101,"København",75,2,3,6,99,,,,,,,,,,621,9,190,3,0.801474767069997,0.888479583117424,1.05898384114911,1.20374197367751,1.0000000620276,2806
1,2,1948,1,1,2,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,3,1,2,2,7,7,1,1,1,2,1,2,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,2,2,0,9,7,4,0,5,0,7,7,8,4,10,3,2,0,10,6,5,3,5,0,7,8,2,3,3,3,2,,,6,3,2,1,1,1,1,1,1,1,1,6,1,1,,,1,1,,,1,30,30,30,,10,10,10,9,10,9,9,5,4,5,2,3,6,5,2,1,4,2,5,5,,4,,3,3,3,,3,4,3,,2,2,3,2,4,3,4,4,4,4,4,3,2,6,3,2,4,5,5,4,3,5,4,2,4,4,3,,2,5,3,3,2,1,2,2,3,3,5,3,3,4,5,4,,3,2,5,3,3,1,2,3,2,2,4,3,3,3,2,,,3,3,,2,,2,3,2,2,1,4,2,4,2,4,1,1,3,4,4,4,2,5,5,4,3,0,,,,,,,,,,,,,,,,,,,,9,9,5,4,0,10,5,4,0,5,0,8,6,0,,,,,,,,,,,,,,1,3,3,3,3,,3,3,3,,3,,3,3,0,,,,,,,,,,,,,,1,5,3,5,4,1,5,4,5,1,4,1,5,4,1,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,0,1,1,0,1,4,4,5,5,2,2,4,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170,1,22,,,5,8,5,1,4,2,1,5,2,1,5,1,3,3,3,2,2,2,,,2,3,1,6,1,5,,1,9,,,,1,1,2,3,1,"10:18:31","11:30:08","CAWI","2022-11-02","2022-11-02",71.6166666666667,1,101,"København",74,2,3,6,1,6,3,3,9,5,5,32,133,133,650,633,845,200,1.0749648264068,0.888479583117424,1.05898384114911,1.20374197367751,1.0302575976287,5
1,1,1948,1,1,2,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,2,2,,,7,7,1,1,1,2,2,,5,2,,,,,,,,,,,,,,,,,1,9,3,2,0,8,1,0,0,2,0,6,5,8,3,10,3,2,0,10,8,3,2,3,0,6,7,1,3,4,5,1,1,1,,1,1,30,1,1,1,1,,30,30,1,1,1,1,30,6,1,1,30,3,28,6,1,30,11,11,11,5,8,8,11,3,7,8,3,4,4,11,2,1,1,2,2,4,2,4,2,2,3,5,,3,,3,2,2,2,2,2,4,4,4,5,5,3,5,1,4,8,4,4,2,2,,2,4,5,5,2,2,4,2,,2,5,2,5,1,1,1,1,4,4,5,2,4,2,5,5,4,5,2,5,3,4,5,4,2,4,5,2,4,3,5,4,,,2,2,2,2,,1,4,2,2,1,4,,2,1,5,5,1,,5,5,1,2,5,4,2,1,0,,,,,,,,,,,,,,,,,,,,3,4,7,8,10,3,10,8,8,9,10,1,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,4,4,5,2,1,5,1,2,4,2,1,5,5,1,5,3,4,1,1,4,3,3,4,2,1,5,5,1,1,2,4,5,5,2,5,4,3,4,5,1,1,1,2,4,2,2,1,4,2,3,4,2,5,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,2,5,5,5,1,,5,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,1,22,1,8,8,10,5,1,4,2,1,5,2,1,5,2,3,4,3,1,3,1,2,2,,5,1,10,2,,,2,9,,,,1,1,5,3,1,"20:51:15","21:24:34","CAWI","2022-11-02","2022-11-02",33.3166666666667,1,101,"København",74,1,6,6,1,6,2,2,9,2,2,32,131,131,845,650,390,424,0.446535023073328,0.696920374820106,0.412142148150271,0.670769334876023,1.0302575976287,266
1,2,1948,1,1,2,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,3,2,,,3,6,0,,22,3,2,,4,2,,,,,,,,,,,,,,,,,22,3,1,2,3,4,9,5,0,8,2,2,2,2,7,3,1,2,4,8,8,7,1,9,3,1,5,3,1,3,3,2,,,9,3,1,1,22,22,22,,,22,,30,13,22,27,30,30,30,30,27,3,,9,6,1,10,10,10,10,10,10,10,7,7,8,5,6,8,8,1,1,1,1,5,3,,3,5,3,4,4,4,4,3,4,4,,2,1,1,1,2,2,4,3,3,2,4,5,6,3,5,2,,3,5,4,5,4,4,4,,1,1,5,,1,5,2,1,1,3,5,5,5,2,3,1,3,3,2,5,3,,3,5,1,2,3,3,3,3,3,3,4,5,5,,3,2,,2,1,5,1,2,3,1,4,3,1,1,5,1,3,2,5,5,1,3,5,5,3,2,1,2,,3,,,2,3,2,3,,,2,2,,,3,2,2,2,7,5,5,7,8,3,8,7,9,6,7,2,4,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,3,3,4,3,3,4,3,3,2,3,2,4,3,1,3,2,2,4,5,1,4,3,3,3,4,1,2,0,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,1,0,0,0,0,1,2,2,5,5,5,1,5,3,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,,22,1,4,5,10,7,1,4,2,1,5,1,1,5,1,2,2,1,1,3,1,2,,,5,1,10,2,,,1,9,,,,1,1,3,4,22,"19:52:15","21:07:42","CAWI","2022-11-23","2022-11-23",75.45,1,101,"København",74,2,6,6,22,6,1,1,9,1,1,32,11,11,845,633,650,642,0.560172557444373,0.888479583117424,0.51367701052623,0.670769334876023,1.02200740748058,2163
1,2,1949,4,2,1,,,,,,,0,0,0,0,1,,,,,1,1,1,,,,1,2,2,2,7,5,,1,28,3,,5,,2,,,,,,,,,,,,,,,,,28,4,0,0,0,,0,0,0,0,0,10,6,10,0,4,0,0,0,,0,0,0,0,0,10,6,4,5,5,5,1,28,1,,2,1,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,10,10,10,10,10,10,10,0,2,2,2,0,0,2,2,1,2,2,5,5,1,1,5,3,3,2,3,4,4,4,4,2,2,1,1,5,5,5,5,4,3,5,1,3,9,5,2,5,5,5,1,1,5,5,4,4,5,,4,5,5,5,5,2,2,1,1,3,5,5,1,1,1,5,5,2,5,1,5,2,5,2,1,5,5,5,1,2,1,3,5,5,5,2,2,2,1,5,1,3,4,2,1,4,5,1,1,5,5,1,5,5,1,1,5,5,5,5,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,6,10,10,2,10,,10,10,10,0,0,,5,2,3,1,1,5,1,1,1,1,1,5,5,,5,3,2,1,1,5,1,2,2,1,1,5,5,,,3,,1,1,5,1,1,1,1,1,5,,,5,4,4,1,1,5,1,1,1,1,1,5,5,,1,1,2,5,5,1,5,4,4,5,5,1,1,,5,5,4,1,1,5,1,1,2,1,1,5,5,1,,,,,,,,,,,,,,5,2,5,5,5,1,,5,5,5,1,,,,,,,,,,,,,,,,175,1,22,,4,6,11,3,1,4,1,1,5,2,1,5,5,3,3,2,1,4,1,1,1,,6,1,,1,,,2,9,,,,1,,1,3,28,,,"PAPI",,,,1,101,"København",73,2,2,6,28,6,3,3,9,4,4,32,133,133,671,845,631,730,0.435788434302482,0.888479583117424,0.532624646110379,0.803151716265759,0.846962022485199,2500
